wavelength (nm),sample 1,sample 2,sample 3,sample 4,sample 5,sample 6,sample 7,sample 8,sample 9,More Wavelength,sample 10,sample 11,sample 12,sample 13,sample 14,sample 15,sample 16,sample 17,sample 18
780.8,0.43216146,0.345632653,0.354203778,0.357583043,0.376755852,0.411626413,0.472845823,0.404561371,0.19515381,784.6,0.398453209,0.352916589,0.335993051,0.442197736,0.488751317,0.309624601,0.510469007,0.434844679,0.354963133
781.6,0.429620317,0.346379834,0.35390072,0.361186857,0.380199361,0.41554752,0.477231269,0.408303453,0.19687144,785.4,0.396882911,0.354344424,0.337574447,0.445324182,0.492467358,0.311867121,0.504816374,0.431277236,0.356082752
782.5,0.428043147,0.34830327,0.355225775,0.364218191,0.384113071,0.419390949,0.481661907,0.411541559,0.198551445,786.1,0.395599772,0.353987773,0.33929531,0.448197829,0.495659072,0.313930261,0.499549247,0.428835997,0.357346671
783.3,0.425750826,0.349032074,0.355577097,0.366634456,0.386731007,0.422551483,0.484282934,0.414725224,0.199399605,786.9,0.394283195,0.354774958,0.341297219,0.450693435,0.497836081,0.315386903,0.493305509,0.426999969,0.357167355
784.1,0.423567544,0.350733419,0.356704363,0.368939942,0.39027792,0.425819146,0.48780815,0.417350273,0.199968514,787.7,0.393271979,0.354549275,0.342917798,0.453324853,0.501209094,0.317137345,0.489163577,0.425912831,0.359047453
784.9,0.421122102,0.351451697,0.357051877,0.372366908,0.394225332,0.429491738,0.49073382,0.419735525,0.201023965,788.5,0.392051849,0.356159742,0.345369889,0.45729258,0.504375993,0.319212197,0.485358498,0.424567978,0.361184218
785.7,0.419082315,0.352509963,0.358376267,0.375229161,0.397921243,0.432848501,0.494089659,0.42183879,0.202782072,789.3,0.391029298,0.357654838,0.348075503,0.461141344,0.507652553,0.320562111,0.482593212,0.421956615,0.36343663
786.5,0.416783443,0.35372335,0.359530395,0.378729301,0.401179052,0.43634372,0.496596613,0.423738518,0.204366301,790.1,0.390423896,0.358954579,0.351019978,0.465286926,0.509473271,0.322045057,0.478405227,0.419174061,0.364161696
787.3,0.414578675,0.355241897,0.361463125,0.381763592,0.405032668,0.439743995,0.499546742,0.425944123,0.205061872,790.9,0.389397764,0.358995231,0.353903209,0.467328391,0.511679661,0.322684637,0.474349976,0.416438634,0.366036063
788.2,0.413129887,0.357259141,0.362719249,0.386357686,0.408668494,0.4437338,0.502560012,0.428037252,0.205699661,791.6,0.388760982,0.359578145,0.356788245,0.470036281,0.513029159,0.324278168,0.469641431,0.415178077,0.368458066
789,0.411404258,0.359783081,0.364153118,0.389966626,0.413622664,0.447709193,0.505936996,0.430818473,0.206807124,792.4,0.387426935,0.360575096,0.359269015,0.472454688,0.515737384,0.324866814,0.465162849,0.413553693,0.371124264
789.8,0.409979935,0.361545292,0.365553589,0.392836893,0.417056433,0.45115597,0.507620224,0.432036026,0.208542306,793.2,0.386688422,0.361924478,0.361797298,0.477004599,0.517884238,0.326228386,0.461846736,0.412961964,0.372341314
790.6,0.40818801,0.364351424,0.367324875,0.396162382,0.421854603,0.454282894,0.510495259,0.433096989,0.20953806,794,0.38675944,0.363849397,0.365420139,0.481043825,0.521119888,0.328699883,0.458209042,0.411972309,0.374018472
791.4,0.406747033,0.365975273,0.369121341,0.399814344,0.425328695,0.458081664,0.513143704,0.433884844,0.210316995,794.8,0.387098312,0.366633439,0.368880184,0.48534717,0.524446715,0.33169997,0.455075228,0.411689017,0.376026737
792.2,0.405501328,0.368500174,0.370656553,0.404790311,0.430009505,0.462034455,0.516855588,0.435723274,0.211150438,795.6,0.388133574,0.369623458,0.373081136,0.488291846,0.528036301,0.334131563,0.450464334,0.410730934,0.379856217
793,0.403812156,0.369991371,0.37270448,0.407805887,0.434141535,0.466255043,0.51862647,0.437646767,0.211729208,796.4,0.388481247,0.371751688,0.376295263,0.492123611,0.530942702,0.335099993,0.445927786,0.409092346,0.382855773
793.9,0.402648379,0.372409532,0.373863353,0.411591605,0.439160826,0.470368093,0.520154509,0.440735738,0.212940342,797.1,0.387575469,0.373014994,0.379840941,0.495179387,0.53320345,0.33627887,0.441316972,0.406727019,0.384759518
794.7,0.40128354,0.375050491,0.375209102,0.415231021,0.443956894,0.475162103,0.522936102,0.443601048,0.213772915,797.9,0.386129318,0.374356447,0.382628498,0.498232107,0.534373764,0.337121734,0.437004318,0.404308773,0.385481566
795.5,0.400803314,0.378389302,0.377546486,0.420379962,0.449197467,0.4803918,0.526793243,0.446508966,0.215817797,798.7,0.384780743,0.375698974,0.386171998,0.501013249,0.536624824,0.339088516,0.434096288,0.403019409,0.387612396
796.3,0.399148658,0.381320885,0.380331451,0.425594009,0.453292953,0.484957601,0.530573429,0.448824591,0.217492257,799.5,0.385259239,0.377521967,0.389495117,0.504527294,0.538786352,0.339891018,0.430403782,0.401298738,0.390193311
797.1,0.397723006,0.384337897,0.384137309,0.430146792,0.45740975,0.488755259,0.533822692,0.450551145,0.218783532,800.3,0.386184807,0.380048862,0.393875705,0.508790172,0.543128974,0.342632257,0.426962055,0.400305508,0.394178341
797.9,0.396443119,0.386283817,0.385531964,0.433990127,0.461180492,0.491911037,0.536770266,0.452920501,0.219535265,,,,,,,,,,
798.7,0.396138696,0.38911297,0.387924361,0.43800792,0.46588971,0.49573751,0.539772414,0.45376922,0.219995073,,,,,,,,,,
799.6,0.396224773,0.392322548,0.389835897,0.442791653,0.470220256,0.499882255,0.54358796,0.456619026,0.221068905,,,,,,,,,,
800.4,0.395774101,0.396719677,0.393609647,0.447476274,0.47459299,0.504699979,0.54774164,0.459816836,0.222444361,,,,,,,,,,
